231,9928564;-11607,01674
228,8856518;-17823,21986
226,1930387;-13036,01367
223,9636363;-14959,32553
223,256255;-14114,58106
222,9087623;-14579,39227
221,7700468;-12077,13622
221,3306286;-10773,5444
221,2878612;-15964,82677
221,1449458;-14356,1311
221,0949801;-13390,21193
221,0809759;-16242,58193
221,010527;-14906,89351
220,9431535;-8506,169238
220,7538916;-15580,1219
220,2743533;-11087,07568
219,9575198;-8277,049854
219,8849511;-16243,96716
219,8474912;-18324,39827
219,6562678;-12264,66592
219,5043824;-16370,32207
219,0649524;-13832,49277
218,5181919;-11585,31727
218,4162825;-15845,38205
218,3350684;-18558,17284
218,2145172;-16376,88556
218,0352796;-16681,74036
217,9077993;-13047,62603
217,854403;-13038,14328
217,760377;-11708,88184
216,9147219;-14993,92442
216,8634585;-10033,53154
216,2211767;-16815,02421
216,1283903;-16368,67529
216,0240519;-8901,014623
215,5133592;-15349,55448
215,4431238;-18604,59374
215,119404;-12451,73731
214,987139;-14598,61501
214,2339861;-16010,64786
213,9838632;-13875,18894
213,965823;-11394,90971
213,9605545;-11730,35831
213,9520745;-8353,539943
213,9004563;-10008,55712
213,7946434;-12251,01421
213,5006535;-14854,02759
213,4978379;-11438,04348
213,4623611;-12499,68268
213,4297066;-16563,00741
213,4208277;-8718,529634
213,3583625;-11255,19121
213,0839637;-11913,03836
212,9606634;-9847,691552
212,8711972;-15139,99509
212,82489;-14389,40214
212,7602818;-8733,315284
212,6840376;-17654,19112
212,6615798;-13879,6986
212,603732;-10989,52704
212,1730481;-14045,79872
212,151778;-12452,68699
212,1192348;-12133,09901
212,1167068;-17551,171
212,1107823;-12719,27323
211,908864;-16730,54853
211,8864627;-5024,963422
211,8835742;-17359,01091
211,7538126;-14965,78579
211,5291278;-14283,22867
211,4743282;-5289,039993
211,4168382;-12830,83659
211,3210401;-14794,30495
211,3117919;-6321,011408
211,0901632;-14602,56678
210,7811043;-5732,541236
210,666185;-7375,64261
210,6195084;-12195,1222
210,6138494;-14334,399
210,4852901;-857,8017103
210,3437481;-3608,682361
210,291323;-6558,096774
210,10969;-10983,56925
210,0072271;-7074,73888
209,9174604;-625,7542925
209,911316;-8519,24558
209,4177889;325,3260199
209,3690697;-12162,9052
209,3270578;-9137,891274
209,1206597;-6383,436874
209,0822939;-6052,093532
208,8023981;-5746,708315
208,7959618;-2860,077515
208,4197247;-5812,863238
208,2135607;-7438,813863
208,1780732;1191,437491
207,8562756;9214,419579
207,7185475;4687,98808
207,7168011;5134,061749
207,6296423;3591,084777
207,5695465;16957,70172
207,5407723;-5325,187845
207,2654845;4059,871329
207,2060638;12766,18595
207,0625064;-1737,150479
207,0081411;20042,08123
206,9859631;4653,947472
206,957062;11966,50558
206,9267684;-2763,849134
206,840236;4085,687625
206,7558261;18388,83533
206,5845843;23411,9068
206,5185663;9081,604207
206,3908932;14610,27521
206,228486;26616,10458
206,2246072;17859,23124
206,0649901;-19,10323768
205,9020988;26803,56762
205,8971506;11648,43757
205,731342;14969,36046
205,7049812;2335,291481
205,6693881;23323,82033
205,5980468;10840,67345
205,5893991;15975,28272
205,4121884;20422,04616
205,3447519;7167,320476
205,2908396;18478,42632
205,2901251;2782,058141
205,2654338;27522,47327
205,1778841;21565,08045
205,0916673;30503,04079
205,0504346;17372,16551
205,0241684;22852,37127
204,8780361;30600,07332
204,7787022;30167,42947
204,5059671;12369,55663
204,4243352;27581,87781
204,2949924;9454,511399
204,2030513;-4549,241244
204,0724684;15579,61785
203,9615323;22979,58385
203,9466742;30358,35794
203,8402016;19925,95097
203,7289172;23463,8522
203,5697114;17162,64996
203,5644552;15244,6409
203,541174;22484,87591
203,4114546;32830,91975
202,9379856;35296,66099
202,6327606;29343,51245
202,5598056;16624,21384
202,2841199;15108,02383
202,2637662;39543,26737
202,0172616;24360,97172
201,9994691;40914,616
201,9538464;26997,8814
201,8967368;37160,80163
201,8893339;32339,57081
201,5723153;33952,82613
201,4812673;60748,02781
201,4513715;24628,53911
201,3743271;48218,26513
201,1712459;42562,48414
200,8737288;48387,49083
200,8583354;51425,75835
200,6418345;48476,10865
200,6005306;47262,16501
200,2787761;47468,27995
200,0089313;48054,04563
199,8766393;60491,82596
199,5092857;50230,0844
199,1628715;52418,40829
199,1558682;66858,41148
199,0469691;63478,9692
198,6500643;50881,07446
198,2286113;66844,89726
198,1899855;71994,09034
197,8556053;64661,46029
197,0935844;83822,44611
196,9934786;84411,72739
196,8722731;94604,22717
196,6029908;73202,68519
196,177681;71133,79931
196,1771199;70430,19947
195,2034768;90183,0697
193,480249;105798,7043
193,0971056;99554,40251
192,5263105;113098,7073
191,5932288;98347,77853
190,2728982;135612,8448
188,6013962;128361,5142
188,385345;129165,0436
